ip.id,tcp.time_relative
0x1f17,4.994234000
0x1f18,5.005568000
0x1f19,5.018507000
0x1f1a,5.030473000
0x1f1b,5.042219000
0x1f1c,5.054178000
0x1f1d,5.066318000
0x1f1e,5.079125000
0x1f1f,5.090852000
0x1f20,5.102706000
0x1f21,5.125901000
0x1f22,5.126704000
0x1f23,5.151139000
0x1f24,5.151199000
0x1f25,5.163261000
0x1f26,5.175118000
0x1f27,5.187205000
0x1f28,5.199292000
0x1f29,5.211607000
0x1f2a,5.224199000
0x1f2b,5.236019000
0x1f2c,5.247901000
0x1f2d,5.259929000
0x1f2f,5.272241000
0x1f30,5.284478000
0x1f31,5.296911000
0x1f32,5.309107000
0x1f33,5.320819000
0x1f34,5.332523000
0x1f35,5.344656000
0x1f36,5.356939000
0x1f37,5.371858000
0x1f38,5.403017000
0x1f39,5.403060000
0x1f3a,5.445627000
0x1f3b,5.445670000
0x1f3c,5.450120000
0x1f3e,5.490619000
0x1f3f,5.490652000
0x1f40,5.495525000
0x1f41,5.532493000
0x1f42,5.532510000
0x1f43,5.537496000
0x1f44,5.551380000
0x1f45,5.581633000
0x1f46,5.593653000
0x1f47,5.641625000
0x1f48,5.641664000
0x1f49,5.647014000
0x1f4a,5.685925000
0x1f4b,5.685977000
0x1f4c,5.690402000
0x1f4d,5.730206000
0x1f4e,5.730257000
0x1f4f,5.734126000
0x1f50,5.779821000
0x1f51,5.779927000
0x1f52,5.784929000
0x1f53,5.798992000
0x1f55,5.820390000
0x1f56,5.820426000
0x1f57,5.833634000
0x1f58,5.846039000
0x1f59,5.856931000
0x1f5a,5.869537000
0x1f5b,5.881405000
0x1f5c,5.893301000
0x1f5d,5.905625000
0x1f5e,5.928708000
0x1f5f,5.935090000
0x1f60,5.974244000
0x1f61,5.974303000
0x1f62,5.978759000
0x1f63,6.017438000
0x1f64,6.017493000
0x1f65,6.022835000
0x1f66,6.064899000
0x1f67,6.064995000
0x1f68,6.069573000
0x1f69,6.083165000
0x1f6a,6.105698000
0x1f6b,6.105733000
0x1f6c,6.118000000
0x1f6d,6.130342000
0x1f6e,6.144824000
0x1f6f,6.154688000
0x1f70,6.166894000
0x1f71,6.178885000
0x1f72,6.190347000
0x1f73,6.202568000
0x1f74,6.215159000
0x1f75,6.226944000
0x1f76,6.239285000
0x1f77,6.251051000
0x1f78,6.263343000
0x1f79,6.275050000
0x1f7a,6.287998000
0x1f7b,6.300186000
0x1f7c,6.311829000
0x1f7d,6.326436000
0x1f7e,6.336166000
0x1f7f,6.350629000
0x1f80,6.360405000
0x1f81,6.374876000
0x1f82,6.384610000
0x1f83,6.397356000
0x1f84,6.408964000
0x1f85,6.420729000
0x1f86,6.432897000
0x1f87,6.444929000
0x1f88,6.457135000
0x1f89,6.479094000
0x1f8a,6.484075000
0x1f8b,6.495649000
0x1f8c,6.506457000
0x1f8d,6.518085000
0x1f8e,6.530896000
0x1f8f,6.542207000
0x1f90,6.555439000
0x1f91,6.566151000
0x1f92,6.580819000
0x1f93,6.590501000
0x1f94,6.602174000
0x1f95,6.614699000
0x1f96,6.629199000
0x1f97,6.638997000
0x1f98,6.651688000
0x1f99,6.663040000
0x1f9a,6.675678000
0x1f9b,6.691587000
0x1f9c,6.738034000
0x1f9d,6.738056000
0x1f9e,6.768713000
0x1f9f,6.768745000
0x1fa0,6.774101000
0x1fa1,6.788014000
0x1fa2,6.797660000
0x1fa3,6.812226000
0x1fa4,6.822065000
0x1fa5,6.834767000
0x1fa6,6.846144000
0x1fa7,6.860137000
0x1fa8,6.870044000
0x1fa9,6.885076000
0x1faa,6.894472000
0x1fab,6.908877000
0x1fac,6.918968000
0x1fad,6.933161000
0x1faf,6.943031000
0x1fb0,6.956703000
0x1fb1,6.967295000
0x1fb2,6.979025000
0x1fb3,6.991700000
0x1fb4,7.003691000
0x1fb5,7.015290000
0x1fb6,7.027389000
0x1fb7,7.039628000
0x1fb8,7.052229000
0x1fb9,7.063865000
0x1fba,7.076344000
0x1fbb,7.088264000
0x1fbc,7.100060000
0x1fbd,7.112371000
0x1fbe,7.124781000
0x1fbf,7.139350000
0x1fc0,7.149355000
0x1fc1,7.162397000
0x1fc2,7.173023000
0x1fc3,7.185495000
0x1fc4,7.197023000
0x1fc5,7.209242000
0x1fc6,7.221153000
0x1fc7,7.233290000
0x1fc8,7.245530000
0x1fc9,7.260483000
0x1fca,7.270515000
0x1fcb,7.284541000
0x1fcc,7.294251000
0x1fcd,7.307318000
0x1fce,7.320094000
0x1fcf,7.330485000
0x1fd0,7.344544000
0x1fd1,7.354954000
0x1fd2,7.368229000
0x1fd3,7.378985000
0x1fd4,7.391199000
0x1fd5,7.404151000
0x1fd6,7.415111000
0x1fd7,7.428033000
0x1fd8,7.440122000
0x1fd9,7.451606000
0x1fda,7.466029000
0x1fdb,7.476174000
0x1fdc,7.490488000
0x1fde,7.500225000
0x1fdf,7.512238000
0x1fe0,7.524344000
0x1fe1,7.536656000
0x1fe2,7.548838000
0x1fe3,7.560336000
0x1fe4,7.572609000
0x1fe5,7.584707000
0x1fe6,7.597051000
0x1fe7,7.608869000
0x1fe8,7.620849000
0x1fe9,7.633310000
0x1fea,7.645616000
0x1feb,7.660165000
0x1fec,7.669982000
0x1fed,7.683877000
0x1fee,7.694212000
0x1fef,7.708541000
0x1ff0,7.718401000
0x1ff1,7.731364000
0x1ff2,7.744570000
0x1ff3,7.754296000
0x1ff4,7.769312000
0x1ff5,7.779591000
0x1ff6,7.792132000
0x1ff7,7.805238000
0x1ff8,7.814781000
0x1ff9,7.828173000
0x1ffa,7.840309000
0x1ffb,7.851180000
0x1ffc,7.866207000
0x1ffd,7.875278000
0x1ffe,7.887840000
0x1fff,7.900248000
0x2000,7.914452000
0x2001,7.924115000
0x2002,7.937481000
0x2003,7.951054000
0x2004,7.960433000
0x2005,7.973097000
0x2006,7.984980000
0x2007,7.996428000
0x2008,8.010554000
0x2009,8.020559000
0x200a,8.033067000
0x200b,8.045669000
0x200c,8.059391000
0x200d,8.070499000
0x200e,8.081401000
0x200f,8.095588000
0x2011,8.106025000
0x2012,8.120128000
0x2013,8.129959000
0x2014,8.141862000
0x2015,8.154344000
0x2016,8.166006000
0x2017,8.178071000
0x2018,8.190812000
0x2019,8.202979000
0x201a,8.214561000
0x201b,8.227278000
0x201c,8.238755000
0x201d,8.250704000
0x201e,8.262847000
0x201f,8.275044000
0x2020,8.287389000
0x2021,8.299800000
0x2022,8.311981000
0x2023,8.324261000
0x2024,8.335816000
0x2025,8.350525000
0x2026,8.360490000
0x2027,8.374629000
0x2028,8.384406000
0x2029,8.397360000
0x202a,8.410918000
0x202b,8.420499000
0x202c,8.432392000
0x202d,8.446735000
0x202e,8.457628000
0x202f,8.469178000
0x2030,8.480996000
0x2031,8.492950000
0x2032,8.505464000
0x2033,8.520134000
0x2034,8.529845000
0x2035,8.542935000
0x2036,8.554142000
0x2037,8.566284000
0x2038,8.578190000
0x2039,8.590883000
0x203a,8.602349000
0x203b,8.616199000
0x203c,8.626649000
0x203d,8.638465000
0x203e,8.650418000
0x203f,8.662700000
0x2040,8.677649000
0x2041,8.687305000
0x2043,8.699194000
0x2044,8.711334000
0x2045,8.723936000
0x2046,8.735772000
0x2048,8.747700000
0x2049,8.761792000
0x204a,8.771838000
0x204b,8.786033000
0x204c,8.795972000
0x204d,8.807988000
0x204e,8.820061000
0x204f,8.832562000
0x2050,8.844829000
0x2051,8.858553000
0x2052,8.868826000
0x2053,8.881114000
0x2054,8.893460000
0x2055,8.906876000
0x2056,8.917441000
0x2057,8.929811000
0x2058,8.941950000
0x2059,8.953449000
0x205a,8.968296000
0x205b,8.978396000
0x205c,8.990686000
0x205d,9.004422000
0x205e,9.013949000
0x205f,9.027328000
0x2060,9.040497000
0x2061,9.050518000
0x2062,9.065149000
0x2063,9.074875000
0x2064,9.086846000
0x2065,9.098957000
0x2066,9.111382000
0x2067,9.123285000
0x2068,9.135149000
0x2069,9.148624000
0x206a,9.159631000
0x206b,9.171180000
0x206c,9.196802000
0x206d,9.196816000
0x206e,9.208127000
0x206f,9.220768000
0x2070,9.232122000
0x2071,9.244035000
0x2072,9.255974000
0x2073,9.268180000
0x2074,9.281079000
0x2075,9.293978000
0x2076,9.305210000
0x2077,9.319356000
0x2078,9.329108000
0x2079,9.340970000
0x207a,9.353232000
0x207b,9.366607000
0x207c,9.377643000
0x207d,9.392185000
0x207e,9.401850000
0x207f,9.416388000
0x2080,9.426001000
0x2081,9.439713000
0x2082,9.450535000
0x2083,9.462305000
0x2084,9.474420000
0x2085,9.486458000
0x2086,9.498611000
0x2087,9.511952000
0x2088,9.523130000
0x2089,9.534594000
0x208a,9.547661000
0x208b,9.559338000
0x208c,9.573818000
0x208d,9.584087000
0x208e,9.597158000
0x208f,9.607395000
0x2090,9.622226000
0x2091,9.632084000
0x2092,9.646299000
0x2093,9.656207000
0x2095,9.670700000
0x2096,9.680465000
0x2097,9.692154000
0x2098,9.704512000
0x2099,9.716991000
0x209a,9.728738000
0x209b,9.740612000
0x209c,9.752584000
0x209d,9.764789000
0x209e,9.776936000
0x209f,9.788963000
0x20a0,9.801494000
0x20a1,9.813277000
0x20a2,9.825291000
0x20a3,9.837712000
0x20a4,9.849873000
0x20a5,9.864591000
0x20a6,9.875301000
0x20a7,9.886847000
0x20a8,9.898196000
0x20a9,9.919326000
0x20aa,9.922797000
0x20ab,9.937187000
0x20ac,9.946909000
0x20ad,9.961473000
0x20ae,9.971283000
0x20b0,9.985127000
0x20b1,9.995252000
0x20b2,10.006985000
0x20b3,10.019102000
0x20b4,10.031550000
0x20b5,10.043548000
0x20b6,10.055644000
0x20b7,10.067472000
0x20b8,10.079877000
0x20b9,10.092677000
0x20ba,10.104662000
0x20bb,10.116276000
0x20bc,10.137959000
0x20be,10.161083000
0x20bf,10.161115000
0x20c0,10.165431000
0x20c1,10.201392000
0x20c2,10.201401000
0x20c3,10.206084000
0x20c4,10.242776000
0x20c5,10.246849000
0x20c6,10.288132000
0x20c7,10.288152000
0x20c8,10.293368000
0x20c9,10.386695000
0x20ca,10.386811000
0x20cb,10.392020000
0x20cc,10.404694000
0x20cd,10.430322000
0x20ce,10.431002000
0x20cf,10.453489000
0x20d0,10.453530000
0x20d1,10.466236000
0x20d2,10.477746000
0x20d3,10.490235000
0x20d4,10.504918000
0x20d5,10.526368000
0x20d6,10.526388000
0x20d7,10.537336000
0x20d8,10.548663000
0x20d9,10.562768000
0x20da,10.573677000
0x20db,10.586289000
0x20dc,10.597202000
0x20dd,10.609576000
0x20de,10.621300000
0x20df,10.634111000
0x20e0,10.646357000
0x20e1,10.657770000
0x20e2,10.669930000
0x20e3,10.682300000
0x20e4,10.695730000
0x20e5,10.706514000
0x20e6,10.720935000
0x20e7,10.732474000
0x20e8,10.743290000
0x20e9,10.754603000
0x20ea,10.769475000
0x20eb,10.779234000
0x20ec,10.792142000
0x20ed,10.803235000
0x20ee,10.817825000
0x20ef,10.827410000
0x20f0,10.842104000
0x20f1,10.851916000
0x20f2,10.866302000
0x20f4,10.876017000
0x20f5,10.889255000
0x20f6,10.900498000
0x20f7,10.913972000
0x20f8,10.926108000
0x20f9,10.936938000
0x20fa,10.950025000
0x20fb,10.960465000
0x20fc,10.974034000
0x20fd,10.984688000
0x20fe,10.996826000
0x20ff,11.008764000
0x2100,11.021258000
0x2101,11.033562000
0x2102,11.045501000
0x2103,11.057940000
0x2104,11.069468000
0x2105,11.083851000
0x2106,11.093523000
0x2107,11.106105000
0x2108,11.120730000
0x2109,11.130408000
0x210a,11.143366000
0x210b,11.154174000
0x210c,11.166333000
0x210d,11.178405000
0x210e,11.190559000
0x210f,11.202661000
0x2110,11.214641000
0x2111,11.226821000
0x2113,11.238838000
0x2114,11.251015000
0x2115,11.263098000
0x2116,11.275505000
0x2117,11.289884000
0x2118,11.299728000
0x2119,11.312208000
0x211a,11.323743000
0x211b,11.335917000
0x211c,11.348306000
0x211d,11.360264000
0x211e,11.373167000
0x211f,11.384377000
0x2120,11.401630000
0x2121,11.409369000
0x2122,11.426368000
0x2123,11.432773000
0x2124,11.445021000
0x2125,11.457152000
0x2126,11.470354000
0x2127,11.481993000
0x2129,11.493557000
0x212a,11.507191000
0x212b,11.517940000
0x212c,11.530061000
0x212d,11.542273000
0x212e,11.553782000
0x212f,11.566208000
0x2130,11.586413000
0x2131,11.597990000
0x2132,11.607544000
0x2133,11.645147000
0x2134,11.645222000
0x2135,11.649562000
0x2136,11.694631000
0x2137,11.694667000
0x2139,11.736874000
0x213a,11.736906000
0x213b,11.742028000
0x213c,11.754820000
0x213d,11.778205000
0x213e,11.799859000
0x213f,11.825150000
0x2140,11.867631000
0x2141,11.867699000
0x2142,11.872898000
0x2143,11.912581000
0x2144,11.912662000
0x2145,11.917860000
0x2146,11.960147000
0x2147,11.960239000
0x2148,11.964753000
0x2149,12.001687000
0x214b,12.001769000
0x214c,12.007004000
0x214d,12.043189000
0x214e,12.043216000
0x214f,12.047654000
0x2151,12.064543000
0x2152,12.086006000
0x2153,12.107772000
0x2154,12.129428000
0x2155,12.154559000
0x2156,12.194919000
0x2157,12.194925000
0x2158,12.199379000
0x2159,12.236124000
0x215a,12.236146000
0x215b,12.240498000
0x215c,12.296793000
0x215d,12.296817000
0x215e,12.328014000
0x215f,12.328028000
0x2160,12.333459000
0x2161,12.344824000
0x2162,12.357793000
0x2163,12.368984000
0x2164,12.381513000
0x2165,12.394143000
0x2166,12.405482000
0x2167,12.417936000
0x2168,12.429859000
0x2169,12.442834000
0x216a,12.453909000
0x216b,12.468518000
0x216c,12.478493000
0x216d,12.490285000
0x216e,12.502197000
0x216f,12.517035000
0x2170,12.527067000
0x2171,12.541142000
0x2172,12.550577000
0x2173,12.562562000
0x2174,12.577663000
0x2175,12.587366000
0x2176,12.601740000
0x2177,12.611767000
0x2178,12.625937000
0x2179,12.635793000
0x217a,12.648809000
0x217b,12.659820000
0x217c,12.674321000
0x217d,12.684504000
0x217e,12.697779000
0x217f,12.708432000
0x2180,12.720266000
0x2182,12.732520000
0x2183,12.744583000
0x2184,12.756694000
0x2185,12.768415000
0x2186,12.781418000
0x2187,12.792817000
0x2188,12.805062000
0x2189,12.817034000
0x218a,12.829515000
0x218b,12.841354000
0x218d,12.853266000
0x218e,12.865595000
0x218f,12.878023000
0x2190,12.890076000
0x2192,12.901899000
0x2193,12.913996000
0x2194,12.925906000
0x2195,12.938834000
0x2196,12.951625000
0x2197,12.973709000
0x2198,12.974604000
0x2199,12.988274000
0x219a,12.999444000
0x219b,13.011553000
0x219c,13.043262000
0x219d,13.043301000
0x219e,13.047947000
0x219f,13.062510000
0x21a0,13.073972000
0x21a1,13.085048000
0x21a2,13.098848000
0x21a3,13.108466000
0x21a4,13.121812000
0x21a5,13.133795000
0x21a6,13.144485000
0x21a7,13.157025000
0x21a8,13.169540000
0x21a9,13.181785000
0x21aa,13.192950000
0x21ab,13.205351000
0x21ad,13.217506000
0x21ae,13.229553000
0x21af,13.241408000
0x21b0,13.253480000
0x21b1,13.265673000
0x21b2,13.277805000
0x21b3,13.290533000
0x21b4,13.302197000
0x21b5,13.314451000
0x21b6,13.327100000
0x21b7,13.339406000
0x21b8,13.350976000
0x21b9,13.372371000
0x21ba,13.375105000
0x21bb,13.396215000
0x21bc,13.399498000
0x21bd,13.412970000
0x21be,13.423735000
0x21bf,13.437637000
0x21c0,13.448127000
0x21c1,13.460275000
0x21c2,13.472658000
0x21c3,13.484036000
0x21c4,13.496640000
0x21c5,13.508658000
0x21c6,13.520325000
0x21c7,13.535021000
0x21c8,13.544690000
0x21c9,13.557837000
0x21ca,13.570294000
0x21cb,13.580790000
0x21cc,13.595226000
0x21cd,13.605355000
0x21ce,13.619795000
0x21cf,13.629170000
0x21d0,13.644058000
0x21d1,13.653790000
0x21d2,13.666787000
0x21d3,13.678320000
0x21d4,13.690364000
0x21d5,13.701785000
0x21d6,13.714097000
0x21d7,13.726470000
0x21d8,13.738531000
0x21d9,13.750414000
0x21da,13.762406000
0x21db,13.775094000
0x21dc,13.786900000
0x21dd,13.801497000
0x21de,13.811514000
0x21df,13.824706000
0x21e0,13.835221000
0x21e1,13.849764000
0x21e2,13.859652000
0x21e3,13.874280000
0x21e4,13.883872000
0x21e5,13.897793000
0x21e6,13.908024000
0x21e7,13.922648000
0x21e8,13.932301000
0x21e9,13.946404000
0x21ea,13.956481000
0x21eb,13.969562000
0x21ec,13.981540000
0x21ed,13.995069000
0x21ee,14.005065000
0x21ef,14.019566000
0x21f0,14.029128000
0x21f1,14.041881000
0x21f2,14.053727000
0x21f3,14.067832000
0x21f4,14.078245000
0x21f5,14.089590000
0x21f6,14.101901000
0x21f7,14.114000000
0x21f9,14.126990000
0x21fa,14.138142000
0x21fb,14.150232000
0x21fc,14.162328000
0x21fd,14.174803000
0x21fe,14.186919000
0x21ff,14.198390000
0x2200,14.210438000
0x2201,14.222800000
0x2202,14.234550000
0x2203,14.246879000
0x2204,14.258778000
0x2205,14.271443000
0x2206,14.283546000
0x2207,14.295497000
0x2208,14.309345000
0x2209,14.320264000
0x220a,14.334263000
0x220b,14.344019000
0x220d,14.358626000
0x220e,14.368633000
0x220f,14.380062000
0x2210,14.392170000
0x2211,14.404416000
0x2212,14.416459000
0x2213,14.429098000
0x2214,14.440613000
0x2215,14.452646000
0x2216,14.473399000
0x2217,14.484527000
0x2218,14.516197000
0x2219,14.516235000
0x221a,14.521757000
0x221b,14.560808000
0x221c,14.560848000
0x221d,14.565355000
0x221f,14.610090000
0x2220,14.610122000
0x2221,14.615306000
0x2222,14.655521000
0x2223,14.655542000
0x2224,14.660536000
0x2225,14.672157000
0x2226,14.705422000
0x2227,14.715552000
0x2228,14.759528000
0x2229,14.759560000
0x222b,14.820429000
0x222c,14.820444000
0x222d,14.825278000
0x222e,14.866418000
0x222f,14.866454000
0x2230,14.912462000
0x2231,14.961434000
0x2232,14.961473000
0x2233,14.966832000
0x2235,15.006599000
0x2236,15.006625000
0x2237,15.050104000
